0.317460317,0.488106565,0.297297297,0.344936709,0.491433724,0.408719346,0.333848532,0.586206897,0.434817814,0.578424884,0.459119497,0.388994307,0.421646341
0.222222222,0.42340628,0.218295218,0.265822785,0.409377818,0.237057221,0.42503864,0.44137931,0.327125506,0.382528127,0.440251572,0.366223909,0.323170732
0.253968254,0.528068506,0.168399168,0.253164557,0.394950406,0.313351499,0.398763524,0.593103448,0.32388664,0.450033091,0.352201258,0.485768501,0.39847561
0.253968254,0.503330162,0.151767152,0.259493671,0.403065825,0.42506812,0.361669243,0.648275862,0.347368421,0.535407015,0.295597484,0.599620493,0.509756098
0.158730159,0.404376784,0.091476091,0.174050633,0.30207394,0.313351499,0.448995363,0.606896552,0.271255061,0.473858372,0.308176101,0.592030361,0.516158537
0.095238095,0.333016175,0.064449064,0.117088608,0.224526601,0.198910082,0.551004637,0.468965517,0.192712551,0.36730642,0.308176101,0.584440228,0.503963415
0.095238095,0.321598478,0.04989605,0.082278481,0.170423805,0.125340599,0.647604328,0.337931034,0.144129555,0.224354732,0.314465409,0.538899431,0.429268293
0.063492063,0.274976213,0.04989605,0.07278481,0.154192967,0.125340599,0.64064915,0.331034483,0.144129555,0.222369292,0.27672956,0.599620493,0.45945122
0.047619048,0.235014272,0.035343035,0.041139241,0.097385032,0.079019074,0.738021638,0.220689655,0.097975709,0.149569821,0.27672956,0.593927894,0.442987805
0.015873016,0.208372978,0.002079002,0.003164557,0.009918846,0,1,0,0.021862348,0.018530774,0.295597484,0.527514231,0.357012195
0.015873016,0.195052331,0.018711019,0.018987342,0.046889089,0.049046322,0.876475216,0.137931034,0.053441296,0.051621443,0.264150943,0.563567362,0.35304878
0.079365079,0.282588011,0.045738046,0.069620253,0.1496844,0.223433243,0.681353265,0.372413793,0.148987854,0.222369292,0.245283019,0.592030361,0.372560976
0.222222222,0.462416746,0.118503119,0.221518987,0.359783589,0.430517711,0.402832415,0.579310345,0.293117409,0.468563865,0.283018868,0.55028463,0.369817073
0.253968254,0.479543292,0.166320166,0.268987342,0.413886384,0.307901907,0.357985838,0.503448276,0.346558704,0.419589676,0.264150943,0.611005693,0.456097561
0.174603175,0.367269267,0.145530146,0.167721519,0.293958521,0.261580381,0.467348544,0.482758621,0.23562753,0.30840503,0.283018868,0.569259962,0.413719512
0.142857143,0.315889629,0.074844075,0.126582278,0.23534716,0.215258856,0.553894571,0.44137931,0.167611336,0.183322303,0.264150943,0.559772296,0.352743902
0.158730159,0.370123692,0.112266112,0.132911392,0.246167719,0.239782016,0.532651456,0.462068966,0.199190283,0.17868961,0.201257862,0.728652751,0.535365854
0.206349206,0.417697431,0.116424116,0.199367089,0.331830478,0.354223433,0.423288749,0.579310345,0.309311741,0.268034414,0.125786164,0.910815939,0.670121951
0.365079365,0.498572788,0.326403326,0.332278481,0.480613165,0.520435967,0.28245476,0.689655172,0.465587045,0.425545996,0.106918239,1,0.774695122
0.253968254,0.440532826,0.14968815,0.246835443,0.389540126,0.457765668,0.360346184,0.675862069,0.398380567,0.365320979,0.125786164,1,0.7875
0.253968254,0.42340628,0.182952183,0.231012658,0.370604148,0.482288828,0.376868607,0.710344828,0.353036437,0.372600927,0.213836478,0.983908046,0.723780488
0.365079365,0.509990485,0.297297297,0.32278481,0.467989179,0.61852861,0.302124312,0.737931034,0.456680162,0.469887492,0.220125786,0.901149425,0.606707317
0.666666667,0.698382493,0.623700624,0.626582278,0.737601443,0.722070845,0.137686861,0.848275862,0.751417004,0.671740569,0.251572327,0.822988506,0.570121951
1,0.883920076,0.943866944,0.835443038,0.889990983,1,0.061369001,0.993103448,0.953846154,0.866975513,0.213836478,0.940229885,0.647560976
0.916666667,0.754519505,0.819126819,0.727848101,0.814247069,0.973837209,0.093627065,0.944827586,0.838866397,0.833884844,0.20754717,0.905747126,0.590853659
0.55,0.44338725,0.395010395,0.373417722,0.518485122,0.651162791,0.261998426,0.744827586,0.446963563,0.589675711,0.176100629,0.818390805,0.373170732
0.15,0.112274025,0.112266112,0.117088608,0.223624887,0.226744186,0.551534225,0.393103448,0.144129555,0.282594308,0.119496855,0.804597701,0.216463415
0.066666667,0.062797336,0.03950104,0.050632911,0.115419297,0.090116279,0.74036192,0.172413793,0.07854251,0.104566512,0.119496855,0.744827586,0.140853659
0.183333333,0.221693625,0.0997921,0.155063291,0.27412083,0.308139535,0.495672699,0.475862069,0.178137652,0.279285242,0.125786164,0.691954023,0.074085366
0.216666667,0.187440533,0.095634096,0.170886076,0.295761948,0.340116279,0.490165224,0.565517241,0.180566802,0.289874255,0.088050314,0.71954023,0.03445122
0.133333333,0.134157945,0.068607069,0.098101266,0.195671776,0.191860465,0.607395751,0.434482759,0.120647773,0.197220384,0.050314465,0.767816092,0.024695122
0,0,0,0,0,0.040697674,1,0.110344828,0,0,0,0.84137931,0.011585366
0.033333333,0.076117983,0.020790021,0.025316456,0.063119928,0.11627907,1,0.296551724,0.055060729,0.061548643,0.031446541,0.793103448,0.011890244
0.133333333,0.232159848,0.054054054,0.107594937,0.206492335,0.270348837,0.958542714,0.524137931,0.166801619,0.234281932,0.006289308,0.843678161,0.036890244
0.633333333,0.704091342,0.405405405,0.534810127,0.662759243,0.845930233,0.342964824,0.779310345,0.603238866,0.665784249,0.062893082,0.797701149,0.092682927
0.416666667,0.478591817,0.417879418,0.411392405,0.556357078,0.497093023,0.361809045,0.648275862,0.451012146,0.55790867,0.433962264,0.305747126,0.038109756
